speaker,text,emotion,empathy_score,active_listening_score,clear_communication_score,patience_score,source,condition
caregiver,Can you tell me about how to prevent acinetobacter in healthcare settings?,neutral,3,3,4,3,train_csv,general
elder,"Acinetobacter can live on the skin and may survive in the environment for several days.  Careful attention to infection control procedures, such as hand hygiene and environmental cleaning, can reduce ...",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for acinetobacter in healthcare settings?,neutral,3,3,4,3,train_csv,general
elder,Acinetobacter is often resistant to many commonly prescribed antibiotics.  Decisions on treatment of infections with Acinetobacter should be made on a case-by-case basis by a healthcare provider,neutral,3,3,3,3,train_csv,general
caregiver,"Could you explain what is (are) parasites - lice - pubic ""crab"" lice?",neutral,3,3,4,3,train_csv,general
elder,"Also called crab lice or ""crabs,"" pubic lice are parasitic insects found primarily in the pubic or genital area of humans.  Pubic lice infestation is found worldwide and occurs in all races, ethnic gr...",neutral,3,3,3,3,train_csv,general
caregiver,"Can you tell me about how to diagnose parasites - lice - pubic ""crab"" lice?",neutral,3,3,4,3,train_csv,general
elder,"Pubic lice are short and crab-like and appear very different from head and body lice.  Pubic lice infestation is diagnosed by finding a “crab” louse or eggs on hair in the pubic region or, less common...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is (are) parasites - paragonimiasis (also known as paragonimus infection)?,neutral,3,3,4,3,train_csv,general
caregiver,Help me learn about what are the treatments for parasites - paragonimiasis (also known as paragonimus infection)?,neutral,3,3,4,3,train_csv,general
elder,Paragonimus infections are treatable by your health care provider.  Prescription medications are available,neutral,3,3,3,3,train_csv,dementia
caregiver,I'd like to understand how to prevent parasites - paragonimiasis (also known as paragonimus infection)?,neutral,3,3,4,3,train_csv,general
elder,Never eat raw freshwater crabs or crayfish.  Cook crabs and crayfish for to at least 145°F (~63°C),neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about how to diagnose kyasanur forest disease (kfd)?,neutral,3,3,4,3,train_csv,general
elder,"Diagnosis can be made in the early stage of illness by molecular detection by PCR or virus isolation from blood.  Later, serologic testing using enzyme-linked immunosorbent serologic assay (ELISA) can...",neutral,3,3,3,3,train_csv,diabetes
caregiver,Could you explain what are the treatments for kyasanur forest disease (kfd)?,neutral,3,3,4,3,train_csv,general
elder,"There is no specific treatment for KFD, but early hospitalization and supportive therapy is important.  Supportive therapy includes the maintenance of hydration and the usual precautions for patients ...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about how to prevent kyasanur forest disease (kfd)?,neutral,3,3,4,3,train_csv,general
elder,A vaccine does exist for KFD and is used in endemic areas of India.  Additional preventative measures include insect repellents and wearing protective clothing in areas where ticks are endemic,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is (are) parasites - cyclosporiasis (cyclospora infection)?,neutral,3,3,4,3,train_csv,general
elder,"Cyclospora cayetanensis is a parasite composed of one cell, too small to be seen without a microscope.  This parasite causes an intestinal infection called cyclosporiasis",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what is (are) parasites - trichinellosis (also known as trichinosis)?,neutral,3,3,4,3,train_csv,general
elder,"Trichinellosis, also called trichinosis, is caused by eating raw or undercooked meat of animals infected with the larvae of a species of worm called Trichinella.  Infection occurs commonly in certain ...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about how to diagnose parasites - trichinellosis (also known as trichinosis)?,neutral,3,3,4,3,train_csv,general
elder,"A diagnosis of trichinellosis is made in patients whose signs and symptoms are compatible with trichinellosis, have a positive laboratory test for Trichinella, and who can recall eating raw or underco...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for parasites - trichinellosis (also known as trichinosis)?,neutral,3,3,4,3,train_csv,general
elder,Safe and effective prescription drugs are available to treat both Trichinella infection and the symptoms that occur as a result of infection.  Treatment should begin as soon as possible; a doctor will...,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what is (are) striatonigral degeneration?,neutral,3,3,4,3,train_csv,general
elder,Striatonigral degeneration is a neurological disorder caused by a disruption in the connection between two areas of the brain-the striatum and the substantia nigra.  These two areas work together to e...,neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what are the treatments for striatonigral degeneration?,neutral,3,3,4,3,train_csv,general
elder,"There is no cure for striatonigral degeneration, and treatments for the disorder have variable success.  Treatments used for Parkinson's disease are recommended",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for striatonigral degeneration?,neutral,3,3,4,3,train_csv,general
elder,Striatonigral degeneration progresses slowly.  Some patients have normal life expectancy,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for striatonigral degeneration?,neutral,3,3,4,3,train_csv,general
elder,The NINDS supports and conducts research on disorders of the brain and nervous system such as striatonigral degeneration.  This research focuses on finding ways to prevent and treat these disorders,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what are the treatments for empty sella syndrome?,neutral,3,3,4,3,train_csv,general
elder,"Unless the syndrome results in other medical problems, treatment for endocrine dysfunction associated with pituitary malfunction is symptomatic and supportive.  Individuals with primary ESS who have h...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what is the outlook for empty sella syndrome?,neutral,3,3,4,3,train_csv,general
elder,"ESS is not a life-threatening condition.  Most often, and particularly among those with primary ESS, the disorder does not cause health problems and does not affect life expectancy",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for primary lateral sclerosis?,neutral,3,3,4,3,train_csv,general
elder,PLS is not fatal.  There is no cure and the progression of symptoms varies,neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what research (or clinical trials) is being done for primary lateral sclerosis?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS conducts a broad range of research on neuromuscular disorders such as PLS.  This research is aimed at developing techniques to diagnose, treat, prevent, and ultimately cure these devastating...",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for dystonias?,neutral,3,3,4,3,train_csv,general
elder,"No one treatment has been found to be universally effective.  Instead, doctors use a variety of therapies (medications, surgery, and other treatments such as physical therapy, splinting, stress manage...",neutral,3,3,3,3,train_csv,dementia
caregiver,Help me learn about what is the outlook for dystonias?,neutral,3,3,4,3,train_csv,general
elder,"The initial symptoms can be very mild and may be noticeable only after prolonged exertion, stress, or fatigue.  Dystonias often progress through various stages",neutral,3,3,3,3,train_csv,mobility
caregiver,Could you explain what are the treatments for farber's disease?,neutral,3,3,4,3,train_csv,general
elder,Currently there is no specific treatment for Farbers disease.  Corticosteroids may help relieve pain,neutral,3,3,3,3,train_csv,mobility
caregiver,Could you explain what is the outlook for farber's disease?,neutral,3,3,4,3,train_csv,general
elder,"Most children with the classic form of Farbers disease die by age 2, usually from lung disease.  Children born with the most severe form of the disease usually die within 6 months, while individuals h...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for familial periodic paralyses?,neutral,3,3,4,3,train_csv,general
elder,"Treatment of the periodic paralyses focuses on preventing further attacks and relieving acute symptoms.  Avoiding carbohydrate-rich meals and strenuous exercise, and taking acetazolamide daily may pre...",neutral,3,3,3,3,train_csv,diabetes
caregiver,Could you explain what is the outlook for familial periodic paralyses?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for the familial periodic paralyses varies.  Chronic attacks may result in progressive weakness that persists between attacks,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what research (or clinical trials) is being done for familial periodic paralyses?,neutral,3,3,4,3,train_csv,general
elder,The NINDS conducts and supports research on neuromuscular disorders such as the familial periodic paralyses.  These studies are aimed at increasing knowledge about these disorders and finding ways to ...,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for todd's paralysis?,neutral,3,3,4,3,train_csv,general
elder,There is no treatment for Todd's paralysis.  Individuals must rest as comfortably as possible until the paralysis disappears,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for todd's paralysis?,neutral,3,3,4,3,train_csv,general
elder,Todd's paralysis is an indication that an individual has had an epileptic seizure.  The outcome depends on the effects of the seizure and the subsequent treatment of the epilepsy,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for todd's paralysis?,neutral,3,3,4,3,train_csv,general
elder,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to Todd's paralysis in its clinics and laboratories at The National Institutes of Health (NIH), and suppor...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for syncope?,neutral,3,3,4,3,train_csv,general
elder,"Syncope is a dramatic event and can be life-threatening if not treated properly.  Generally, however, people recover completely within minutes to hours",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for syncope?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to syncope in laboratories at the NIH and s...,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for tuberous sclerosis?,neutral,3,3,4,3,train_csv,general
elder,"The prognosis for individuals with TSC depends on the severity of symptoms.  Individuals with mild symptoms generally do well and live long productive lives, while individuals with the more severe for...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for batten disease?,neutral,3,3,4,3,train_csv,general
elder,"As yet, no specific treatment is known that can halt or reverse the symptoms of Batten disease.  However, seizures can sometimes be reduced or controlled with anticonvulsant drugs, and other medical p...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for batten disease?,neutral,3,3,4,3,train_csv,general
elder,"Over time, affected children suffer cognitive impairment, worsening seizures, and progressive loss of sight and motor skills.  Eventually, children with Batten disease become blind, bedridden, and dem...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for holoprosencephaly?,neutral,3,3,4,3,train_csv,general
elder,There is no standard course of treatment for holoprosencephaly.  Treatment is symptomatic and supportive,neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for holoprosencephaly?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for individuals with the disorder depends on the severity of the brain and facial deformities. ,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for holoprosencephaly?,neutral,3,3,4,3,train_csv,general
elder,The NINDS supports and conducts a wide range of studies that focus on identifying and learning more about the factors involved in normal brain development.  Recent research has identified specific gen...,neutral,3,3,3,3,train_csv,mobility
caregiver,Help me learn about what is the outlook for bell's palsy?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for individuals with Bell's palsy is generally very good.  The extent of nerve damage determines the extent of recovery,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for multiple system atrophy?,neutral,3,3,4,3,train_csv,general
elder,"There is no cure for MSA.  Currently, there are no treatments to delay the progress of neurodegeneration in the brain",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for multiple system atrophy?,neutral,3,3,4,3,train_csv,general
elder,"The disease tends to advance rapidly over the course of 5 to 10 years, with progressive loss of motor skills, eventual confinement to bed, and death.  There is no remission from the disease",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for multiple system atrophy?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports research about MSA through grants to major medical institutions across the country.  Researchers hope to learn why alpha-synuclein buildup occurs in MSA and Parkinsons disease, and ...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for giant axonal neuropathy?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) supports research related to GAN through grants to major medical institutions across the country.  Much of this research focuses on ...,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what is the outlook for thoracic outlet syndrome?,neutral,3,3,4,3,train_csv,general
elder,The outcome for individuals with TOS varies according to type.  The majority of individuals with TOS will improve with exercise and physical therapy,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what research (or clinical trials) is being done for thoracic outlet syndrome?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health support research in TOS through grants to major medical research instituti...,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for angelman syndrome?,neutral,3,3,4,3,train_csv,general
elder,There is no specific therapy for Angelman syndrome.  Medical therapy for seizures is usually necessary,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for angelman syndrome?,neutral,3,3,4,3,train_csv,general
elder,"Most individuals with Angelman syndrome will have severe developmental delays, speech limitations, and motor difficulties.  However, individuals with Angelman syndrome can have normal life spans and g...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for angelman syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports and conducts research on neurogenetic disorders such as Angelman syndrome, to develop techniques to diagnose, treat, prevent, and ultimately cure them. ",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what are the treatments for inclusion body myositis?,neutral,3,3,4,3,train_csv,general
elder,"There is no cure for IBM, nor is there a standard course of treatment.  The disease is generally unresponsive to corticosteroids and immunosuppressive drugs",neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for inclusion body myositis?,neutral,3,3,4,3,train_csv,general
elder,IBM is generally resistant to all therapies and its rate of progression appears to be unaffected by currently available treatments. ,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for subacute sclerosing panencephalitis?,neutral,3,3,4,3,train_csv,general
elder,"Currently, there is no cure for SSPE.  Clinical trials of antiviral (isoprinosine and ribavirin) and immunomodulatory (interferon alpha) drugs have suggested that these types of therapies given alone ...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for subacute sclerosing panencephalitis?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to SSPE in their clinics and laboratories and sup...,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for hemifacial spasm?,neutral,3,3,4,3,train_csv,general
elder,"Surgical treatment in the form of microvascular decompression, which relieves pressure on the facial nerve, will relieve hemifacial spasm in many cases.  This intervention has significant potential si...",neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for hemifacial spasm?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for an individual with hemifacial spasm depends on the treatment and their response.  Some individuals will become relatively free from symptoms with injection therapy,neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what research (or clinical trials) is being done for hemifacial spasm?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) conducts and supports research related to hemifacial spams through grants to major research institutions across the country.  Much o...,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for olivopontocerebellar atrophy?,neutral,3,3,4,3,train_csv,general
elder,"There is no specific treatmentfor OPCA.  Physicians may try different medications to treat the ataxia, tremor, and rigidity that are associated with the disorder",neutral,3,3,3,3,train_csv,dementia
caregiver,Help me learn about what is the outlook for olivopontocerebellar atrophy?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for OPCA.  The disorder is slowly progressive with death usually occurring approximately 20 years after onset,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for olivopontocerebellar atrophy?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports and conducts a broad range of basic and clinical research on cerebellar degeneration, including work aimed at finding the cause(s) of OPCA and ways to treat, cure, and, ultimately, ...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for multifocal motor neuropathy?,neutral,3,3,4,3,train_csv,general
elder,"Treatment for multifocal motor neuropathy varies.  Some individuals experience only mild, modest symptoms and require no treatment",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for multifocal motor neuropathy?,neutral,3,3,4,3,train_csv,general
elder,"Improvement in muscle strength usually begins within 3 to 6 weeks after treatment is started.  Most patients who receive treatment early experience little, if any, disability",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for multifocal motor neuropathy?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports a broad range of research on neuromuscular disorders with the goal of finding ways to prevent, treat, and, ultimately, cure them. ",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for occipital neuralgia?,neutral,3,3,4,3,train_csv,general
elder,"Treatment is generally symptomatic and includes massage and rest.  In some cases, antidepressants may be used when the pain is particularly severe",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what is the outlook for occipital neuralgia?,neutral,3,3,4,3,train_csv,general
elder,"Occipital neuralgia is not a life-threatening condition.  Many individuals will improve with therapy involving heat, rest, anti-inflammatory medications, and muscle relaxants",neutral,3,3,3,3,train_csv,dementia
caregiver,I'd like to understand what research (or clinical trials) is being done for occipital neuralgia?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to pain and occipital neuralgia in their clinics ...,neutral,3,3,3,3,train_csv,mobility
caregiver,Could you explain what are the treatments for arachnoiditis?,neutral,3,3,4,3,train_csv,general
elder,"Arachnoiditis remains a difficult condition to treat, and long-term outcomes are unpredictable.  Most treatments for arachnoiditis are focused on pain relief and the improvement of symptoms that impai...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for arachnoiditis?,neutral,3,3,4,3,train_csv,general
elder,Arachnoiditis is adisorder that causes chronic pain and neurological deficits and does not improve significantly with treatment. Surgery may only provide temporary relief,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what research (or clinical trials) is being done for arachnoiditis?,neutral,3,3,4,3,train_csv,general
elder,"Within the NINDS research programs, arachnoiditis is addressed primarily through studies associated with pain research.  NINDS vigorously pursues a research program seeking new treatments for pain and...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for craniosynostosis?,neutral,3,3,4,3,train_csv,general
elder,Treatment for craniosynostosis generally consists of surgery to improve the symmetry and appearance of the head and to relieve pressure on the brain and the cranial nerves.  For some children with les...,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for craniosynostosis?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for craniosynostosis varies depending on whether single or multiple cranial sutures are involved or other abnormalities are present.  The prognosis is better for those with single suture...,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what is the outlook for cavernous malformation?,neutral,3,3,4,3,train_csv,general
elder,"Rebleeding from a cavernous angioma is common, it is not predictable, and individuals frequently have multiple CCMs found via magnetic resonance imaging.  Individuals with CCM are faced with a diagnos...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for locked-in syndrome?,neutral,3,3,4,3,train_csv,general
elder,"There is no cure for locked-in syndrome, nor is there a standard course of treatment.  A therapy called functional neuromuscular stimulation, which uses electrodes to stimulate muscle reflexes, may he...",neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for locked-in syndrome?,neutral,3,3,4,3,train_csv,general
elder,"While in rare cases some patients may regain certain functions, the chances for motor recovery are very limited. ",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for locked-in syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports research on neurological disorders that can cause locked-in syndrome.  The goals of this research are to find ways to prevent, treat, and cure these disorders",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for machado-joseph disease?,neutral,3,3,4,3,train_csv,general
elder,Lyme disease is treated with antibiotics under the supervision of a physician. ,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what is the outlook for machado-joseph disease?,neutral,3,3,4,3,train_csv,general
elder,"Most individuals with Lyme disease respond well to antibiotics and have full recovery.  In a small percentage of individuals, symptoms may continue or recur, requiring additional antibiotic treatment",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for machado-joseph disease?,neutral,3,3,4,3,train_csv,general
elder,The NINDS supports research on Lyme disease.  Current areas of interest include improving diagnostic tests and developing more effective treatments,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for acid lipase disease?,neutral,3,3,4,3,train_csv,general
elder,"Enzyme replacement therapy for both Wolman's and cholesteryl ester storage disease is currently under investigation.  Certain drugs may be given to help with adrenal gland production, and children may...",neutral,3,3,3,3,train_csv,diabetes
caregiver,Can you tell me about what is the outlook for acid lipase disease?,neutral,3,3,4,3,train_csv,general
elder,"Wolmans disease is usually fatal by age 1.  The onset and course of cholesteryl ester storage disease varies, and individuals may live into adulthood",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for agenesis of the corpus callosum?,neutral,3,3,4,3,train_csv,general
elder,There is no standard course of treatment for ACC.  Treatment usually involves management of symptoms and seizures if they occur,neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for trigeminal neuralgia?,neutral,3,3,4,3,train_csv,general
elder,"The disorder is characterized by recurrences and remissions, and successive recurrences may incapacitate the patient.  Due to the intensity of the pain, even the fear of an impending attack may preven...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for trigeminal neuralgia?,neutral,3,3,4,3,train_csv,general
elder,"Within the NINDS research programs, trigeminal neuralgia is addressed primarily through studies associated with pain research.  NINDS vigorously pursues a research program seeking new treatments for p...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what are the treatments for neuronal migration disorders?,neutral,3,3,4,3,train_csv,general
elder,"Treatment is symptomatic, and may include anti-seizure medication and special or supplemental education consisting of physical, occupational, and speech therapies. ",neutral,3,3,3,3,train_csv,dementia
caregiver,I'd like to understand what is the outlook for neuronal migration disorders?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for children with NMDs varies depending on the specific disorder and the degree of brain abnormality and subsequent neurological signs and symptoms. ,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for autism?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for autism.  Therapies and behavioral interventions are designed to remedy specific symptoms and can bring about substantial improvement,neutral,3,3,3,3,train_csv,dementia
caregiver,Help me learn about what are the treatments for sunct headache?,neutral,3,3,4,3,train_csv,general
elder,"These headaches are generally non-responsive to usual treatment for other short-lasting headaches.  Corticosteroids and the anti-epileptic drugs gabapentin, lamotrigine, and carbamazepine may help rel...",neutral,3,3,3,3,train_csv,diabetes
caregiver,Could you explain what is the outlook for sunct headache?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for these headaches.  The disorder is not fatal but can cause considerable discomfort,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for sunct headache?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS conducts a wide range of research on headache disorders.  This research aims to discover ways to better diagnose, treat, and ultimately, prevent these disorders",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for dyslexia?,neutral,3,3,4,3,train_csv,general
elder,The main focus of treatment should be on the specific learning problems of affected individuals.  The usual course is to modify teaching methods and the educational environment to meet the specific ne...,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what is the outlook for dyslexia?,neutral,3,3,4,3,train_csv,general
elder,"For those with dyslexia, the prognosis is mixed.  The disability affects such a wide range of people and produces such different symptoms and varying degrees of severity that predictions are hard to m...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for aphasia?,neutral,3,3,4,3,train_csv,general
elder,"In some instances, an individual will completely recover from aphasia without treatment.  In most cases, however, language therapy should begin as soon as possible and be tailored to the individual ne...",neutral,3,3,3,3,train_csv,mobility
caregiver,Help me learn about what is the outlook for aphasia?,neutral,3,3,4,3,train_csv,general
elder,"The outcome of aphasia is difficult to predict given the wide range of variability of the condition.  Generally, people who are younger or have less extensive brain damage fare better",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what research (or clinical trials) is being done for aphasia?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke and the National Institute on Deafness and Other Communication Disorders conduct and support a broad range of scientific investigations to i...,neutral,3,3,3,3,train_csv,dementia
caregiver,Could you explain what are the treatments for colpocephaly?,neutral,3,3,4,3,train_csv,general
elder,"There is no definitive treatment for colpocephaly.  Anticonvulsant medications are often prescribed to prevent seizures, and doctors rely on exercise therapies and orthopedic appliances to reduce shri...",neutral,3,3,3,3,train_csv,dementia
caregiver,Could you explain what is the outlook for colpocephaly?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for individuals with colpocephaly depends on the severity of the associated conditions and the degree of abnormal brain development.  Some children benefit from special education,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for colpocephaly?,neutral,3,3,4,3,train_csv,general
elder,"The National Institute of Neurological Disorders and Stroke (NINDS), and other institutes of the National Institutes of Health (NIH), conduct research related to colpocephaly and other cephalic disord...",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for benign essential blepharospasm?,neutral,3,3,4,3,train_csv,general
elder,In most cases of BEB the treatment of choice is botulinum toxin injections which relax the muscles and stop the spasms.  Other treatment options include medications (drug therapy) or surgery--either l...,neutral,3,3,3,3,train_csv,dementia
caregiver,Could you explain what is the outlook for benign essential blepharospasm?,neutral,3,3,4,3,train_csv,general
elder,"With botulinum toxin treatment most individuals with BEB have substantial relief of symptoms.  Although some may experience side effects such as drooping eyelids, blurred or double vision, and eye dry...",neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for benign essential blepharospasm?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports a broad program of research on disorders of the nervous system, including BEB.  Much of this research is aimed at increasing understanding of these disorders and finding ways to pre...",neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for polymyositis?,neutral,3,3,4,3,train_csv,general
elder,"The prognosis for polymyositis varies.  Most people respond fairly well to therapy, but some have a more severe disease that does not respond adequately to therapies and are left with significant disa...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what are the treatments for wallenberg's syndrome?,neutral,3,3,4,3,train_csv,general
elder,Treatment for Wallenberg's syndrome is symptomatic.  A feeding tube may be necessary if swallowing is very difficult,neutral,3,3,3,3,train_csv,dementia
caregiver,Could you explain what is the outlook for wallenberg's syndrome?,neutral,3,3,4,3,train_csv,general
elder,The outlook for someone with Wallenbergs syndrome depends upon the size and location of the area of the brain stem damaged by the stroke.  Some individuals may see a decrease in their symptoms within ...,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what research (or clinical trials) is being done for wallenberg's syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to Wallenbergs syndrome in its laboratories at the National Institutes of Health (NIH), and also supports ...",neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what are the treatments for monomelic amyotrophy?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for MMA.  Treatment consists of muscle strengthening exercises and training in hand coordination,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for monomelic amyotrophy?,neutral,3,3,4,3,train_csv,general
elder,"The symptoms of MMA usually progress slowly for one to two years before reaching a plateau, and then remain stable for many years.  Disability is generally slight",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for monomelic amyotrophy?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS conducts and supports a broad range of research on motor neuron diseases.  The goals of these studies are to increase understanding of these disorders and to find ways to treat, prevent, and...",neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what are the treatments for gerstmann's syndrome?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for Gerstmann's syndrome.  Treatment is symptomatic and supportive,neutral,3,3,3,3,train_csv,general
